Hospital_ID,Hospital_Name,State,Region_Type,Population_Density,Total_Beds,Occupied_Beds,Doctors_Count,Nurses_Count,Daily_Patient_Inflow,Emergency_Cases,OPD_Visits,IPD_Admissions,Avg_Treatment_Cost,Equipment_Availability_Index,Medicine_Stock_Index,Distance_to_Nearest_City_km,Satisfaction_Score,Mortality_Rate
2194,Hospital_2194,Maharashtra,Rural,4873,63,63,18,62,460,88,876,245,13131,0.49,0.72,7.09,2.27,1.5
2195,Hospital_2195,Maharashtra,Rural,12546,163,163,19,71,739,179,1451,257,2397,0.77,0.57,85.51,4.19,1.83
2196,Hospital_2196,Maharashtra,Urban,10564,372,19,20,32,604,149,838,174,11932,0.33,0.66,89.24,4.97,3.32
2197,Hospital_2197,Kerala,Urban,15964,352,330,6,53,420,30,1485,80,19451,0.53,0.67,34.97,3.61,0.87
2198,Hospital_2198,Delhi,Urban,3420,415,233,34,61,590,99,820,240,8630,0.5,0.86,17.25,4.93,2.78
2199,Hospital_2199,Maharashtra,Urban,10850,74,74,34,55,818,72,191,64,12199,0.83,0.73,97.88,3.06,2.98
2200,Hospital_2200,Delhi,Urban,4798,326,273,86,156,83,45,1331,191,3059,0.4,0.41,55.04,1.61,3.57
2201,Hospital_2201,Karnataka,Rural,18048,377,158,35,93,787,194,846,31,15244,0.96,0.25,48.19,1.7,3.06
2202,Hospital_2202,Karnataka,Rural,18324,442,287,81,56,579,96,86,292,10030,0.42,0.2,74.42,3.93,0.58
2203,Hospital_2203,Maharashtra,Rural,6158,436,283,24,100,298,170,94,114,17496,0.56,0.92,17.72,1,3.48
2204,Hospital_2204,Delhi,Rural,826,180,180,53,61,729,0,969,184,13687,0.44,0.95,58.42,3.65,0.21
2205,Hospital_2205,Delhi,Rural,6797,304,304,39,33,689,171,1119,48,18768,0.5,0.28,89.13,1.61,2.01
2206,Hospital_2206,Delhi,Rural,12010,344,181,27,154,842,56,614,69,3634,0.83,0.59,3.28,4.94,2.14
2207,Hospital_2207,Kerala,Urban,9357,217,217,65,98,538,8,350,221,18506,0.63,0.32,67.62,1.65,0.67
2208,Hospital_2208,Karnataka,Rural,13063,178,178,88,183,267,4,337,164,16875,0.41,0.96,55.59,3.21,0.15
2209,Hospital_2209,Delhi,Rural,16766,99,99,59,73,387,78,835,182,19494,0.33,0.4,95.13,3.68,0.45
2210,Hospital_2210,Delhi,Rural,1181,50,35,71,128,763,113,318,32,15410,0.46,0.6,26.61,4.28,2.29
2211,Hospital_2211,Kerala,Rural,19365,492,478,12,165,637,8,840,249,3569,0.96,0.33,86.03,2.84,1.28
2212,Hospital_2212,Kerala,Urban,10876,131,131,44,187,990,172,1135,218,6986,0.89,0.47,31.59,4.74,0.44
2213,Hospital_2213,Delhi,Urban,14296,65,65,63,73,117,23,630,131,18139,0.61,0.41,43.56,2.92,1.36
2214,Hospital_2214,Tamil Nadu,Rural,19454,372,365,36,165,287,169,1315,262,3160,0.64,0.58,22.12,2.01,2.69
2215,Hospital_2215,Delhi,Urban,9444,224,35,97,95,79,149,985,150,4952,0.93,0.54,86.5,3.37,3.74
2216,Hospital_2216,Delhi,Urban,16058,71,43,11,65,519,102,403,162,12369,0.71,0.46,20.35,3.63,2.12
2217,Hospital_2217,Kerala,Rural,11789,157,157,6,68,327,59,1017,223,4676,0.92,0.28,86.04,3.03,3.1
2218,Hospital_2218,Kerala,Rural,17431,491,147,89,142,512,85,120,57,4186,0.64,0.59,46.11,3.93,3.02
2219,Hospital_2219,Delhi,Rural,4860,93,93,10,191,430,164,884,26,5737,0.44,0.88,83.67,2.68,4.49
2220,Hospital_2220,Delhi,Rural,13536,60,60,96,181,159,115,462,78,1290,0.81,0.78,27.18,1.02,0.98
2221,Hospital_2221,Delhi,Rural,166,498,372,40,179,928,166,661,94,15327,0.67,0.78,14.14,2.06,2.43
2222,Hospital_2222,Kerala,Urban,664,96,96,36,134,347,83,1134,291,14686,0.77,0.49,55.94,4.78,3.2
2223,Hospital_2223,Delhi,Rural,13493,406,63,49,194,483,89,664,217,8916,0.41,0.77,51.43,4.05,2.65
2224,Hospital_2224,Delhi,Rural,3770,206,206,46,56,721,88,1466,49,19918,0.75,0.57,36.3,1.76,2.31
2225,Hospital_2225,Maharashtra,Rural,2351,389,177,57,130,656,180,578,105,15254,0.57,0.32,66.62,1.27,4.87
2226,Hospital_2226,Tamil Nadu,Urban,13049,71,71,13,162,944,119,1378,259,13567,0.53,0.54,10.42,2.4,4.72
2227,Hospital_2227,Karnataka,Rural,904,437,152,79,111,182,155,240,145,17109,0.77,0.31,62.58,4.35,3.1
2228,Hospital_2228,Tamil Nadu,Rural,9683,452,90,91,53,79,142,127,82,9503,0.71,0.29,21.96,1.42,2.25
2229,Hospital_2229,Maharashtra,Rural,17719,431,254,79,24,944,187,938,282,14728,0.75,0.22,13.77,3.17,3.8
2230,Hospital_2230,Karnataka,Urban,12324,486,411,53,114,50,187,1374,178,4723,0.98,0.43,91.05,2.1,2.61
2231,Hospital_2231,Delhi,Rural,6116,106,106,6,60,352,5,998,207,4566,0.79,0.46,46.52,3.91,4.98
2232,Hospital_2232,Maharashtra,Rural,13136,128,128,71,62,95,51,66,115,746,0.75,0.76,76.58,1,3.46
2233,Hospital_2233,Delhi,Rural,12492,499,416,15,43,774,139,864,110,18502,0.73,0.63,9.82,2.11,0.43
2234,Hospital_2234,Kerala,Urban,8038,416,71,54,133,336,18,483,244,12137,0.58,0.89,6.69,3.72,2.07
2235,Hospital_2235,Maharashtra,Rural,4241,244,55,39,86,789,74,1116,289,9112,0.89,0.34,49.99,3.19,3.68
2236,Hospital_2236,Kerala,Rural,9646,267,96,19,145,436,129,1141,115,5660,0.57,0.41,32.24,4.12,4.23
2237,Hospital_2237,Maharashtra,Rural,5435,88,88,79,132,987,54,1453,44,1871,0.79,0.95,1.49,1.63,4.09
2238,Hospital_2238,Maharashtra,Urban,5177,139,139,35,79,209,14,261,166,8228,0.51,0.56,19.15,3.12,4.89
2239,Hospital_2239,Kerala,Rural,13347,86,86,96,30,508,191,252,282,4738,0.4,0.83,22.66,1.78,2.5
2240,Hospital_2240,Karnataka,Rural,5711,80,62,66,117,908,99,775,249,19496,0.39,0.59,29.56,3.56,0.79
2241,Hospital_2241,Tamil Nadu,Rural,8189,463,463,32,117,334,68,158,216,18964,0.74,0.58,87.88,1.53,3.3
2242,Hospital_2242,Delhi,Urban,2992,346,201,29,144,315,142,1017,254,6419,0.53,0.32,42.64,1.59,0.45
2243,Hospital_2243,Maharashtra,Urban,5677,427,427,88,99,520,42,333,102,4824,0.49,0.88,68.26,2.31,4.87
2244,Hospital_2244,Delhi,Rural,18043,210,210,96,88,196,16,990,118,8297,0.71,0.26,2.82,2.61,3.82
2245,Hospital_2245,Kerala,Urban,6783,489,89,29,193,819,97,1298,123,19619,0.32,0.45,81.58,2.99,4.91
2246,Hospital_2246,Delhi,Urban,1607,208,25,79,186,825,115,786,33,9521,0.47,0.74,24.79,3.32,1.95
2247,Hospital_2247,Kerala,Urban,16435,170,170,87,51,879,151,1191,261,3558,0.54,0.61,31.59,2.88,0.18
2248,Hospital_2248,Delhi,Rural,2163,305,305,96,160,738,73,981,276,9541,0.8,0.91,5.48,1.18,2.65
2249,Hospital_2249,Tamil Nadu,Rural,2100,463,335,5,61,234,115,652,218,5834,0.68,0.23,41.56,2.37,0.69
2250,Hospital_2250,Tamil Nadu,Urban,15666,421,203,63,111,875,29,1413,64,1653,0.9,0.72,85.41,1.25,3.43
2251,Hospital_2251,Tamil Nadu,Urban,1394,115,115,73,114,672,66,1354,36,5440,0.53,0.58,38.49,1.47,2.54
2252,Hospital_2252,Tamil Nadu,Urban,15196,331,117,78,88,616,50,540,11,15107,0.51,0.32,90.95,1.37,3.79
2253,Hospital_2253,Tamil Nadu,Rural,4165,328,312,46,121,713,59,68,77,12521,0.32,0.79,86.88,1.63,1.53
2254,Hospital_2254,Tamil Nadu,Rural,14190,282,274,38,190,351,2,1248,157,3579,0.97,0.53,7.13,4.25,4.16
2255,Hospital_2255,Kerala,Urban,18087,116,116,70,113,147,103,850,139,17286,0.65,0.63,31.22,3.51,3.29
2256,Hospital_2256,Maharashtra,Urban,17806,472,299,22,25,288,4,809,92,19859,0.65,0.97,91.13,3.03,4.94
2257,Hospital_2257,Delhi,Urban,18925,132,132,81,105,570,27,1215,51,13414,0.95,0.59,3.95,3.93,0.97
2258,Hospital_2258,Tamil Nadu,Urban,17582,495,484,9,46,554,107,978,165,8036,0.5,0.86,76.82,4.84,0.35
2259,Hospital_2259,Kerala,Rural,9418,144,144,24,155,773,138,347,166,1480,0.53,0.82,90.74,2.67,4.27
2260,Hospital_2260,Kerala,Urban,8588,475,174,70,157,385,199,754,116,7180,0.76,0.73,77.28,2.47,1.76
2261,Hospital_2261,Kerala,Rural,11341,482,436,79,55,638,100,864,293,13864,0.85,0.92,74.64,4.91,2.21
2262,Hospital_2262,Maharashtra,Urban,10517,455,351,66,11,367,199,852,197,10986,0.79,0.4,84.49,4.09,4.64
2263,Hospital_2263,Delhi,Urban,15674,151,151,98,128,161,75,422,114,2884,0.85,0.86,66.91,4.11,2.26
2264,Hospital_2264,Maharashtra,Urban,15402,437,329,36,96,164,14,977,121,12044,0.7,0.5,42.89,3.4,1.56
2265,Hospital_2265,Karnataka,Urban,14750,472,161,62,103,811,82,1000,142,12820,0.9,0.85,7.21,3.03,0.39
2266,Hospital_2266,Kerala,Urban,13450,436,436,54,12,264,47,893,280,9490,0.69,0.6,79.01,3.2,2.27
2267,Hospital_2267,Karnataka,Rural,2196,140,140,42,183,461,126,996,119,11287,0.46,0.89,90.62,3.61,3.31
2268,Hospital_2268,Tamil Nadu,Urban,11901,216,216,59,120,722,45,492,82,1866,0.68,0.92,51.65,2.51,1.42
2269,Hospital_2269,Tamil Nadu,Urban,18692,313,277,32,186,309,27,1321,152,3438,0.8,0.68,53.72,4.13,3.62
2270,Hospital_2270,Maharashtra,Urban,16659,141,141,78,10,710,6,191,269,18146,0.76,0.61,40.93,4.64,2.44
2271,Hospital_2271,Delhi,Rural,7269,301,216,90,114,131,198,451,254,6687,0.47,0.83,85.83,3.29,4.3
2272,Hospital_2272,Karnataka,Rural,13388,404,264,85,31,233,93,872,164,8995,0.33,0.41,2.47,2.53,0.89
2273,Hospital_2273,Delhi,Rural,10794,279,279,26,151,669,81,271,158,10385,0.48,0.21,62.83,3.78,3.81
2274,Hospital_2274,Maharashtra,Rural,12291,58,58,47,182,905,87,786,69,19200,0.99,0.53,90.83,1.73,4.67
2275,Hospital_2275,Tamil Nadu,Urban,18151,73,73,87,143,219,133,1257,95,15518,0.43,0.61,11.22,4.87,3.73
2276,Hospital_2276,Delhi,Urban,10837,493,352,85,74,424,185,1437,201,17805,0.63,0.44,95.96,3.63,2.09
2277,Hospital_2277,Delhi,Urban,18307,180,180,92,30,440,67,1043,191,7614,0.75,0.51,96.8,1.27,1.23
2278,Hospital_2278,Tamil Nadu,Rural,5247,308,105,40,13,26,54,1261,296,7074,0.92,0.31,93.05,3.12,0.58
2279,Hospital_2279,Karnataka,Urban,17840,219,219,56,140,877,194,162,282,6029,0.83,0.42,46.79,4,3.25
2280,Hospital_2280,Tamil Nadu,Urban,19556,295,295,40,122,544,176,1254,264,4309,0.94,0.39,38.91,2.11,0.8
2281,Hospital_2281,Delhi,Rural,19743,35,35,32,39,611,117,1272,16,14036,0.72,0.44,70.89,1.2,4.21
2282,Hospital_2282,Karnataka,Rural,6299,424,202,82,40,305,178,1143,135,18050,0.91,0.44,32.55,2.96,4.81
2283,Hospital_2283,Karnataka,Rural,646,192,192,62,171,690,186,647,92,9231,0.48,0.65,7.77,4.33,0.77
2284,Hospital_2284,Tamil Nadu,Urban,5331,267,267,40,29,408,133,953,37,5831,0.6,0.4,90.24,2.01,1.94
2285,Hospital_2285,Delhi,Urban,8065,402,398,74,63,435,107,534,275,18344,0.89,0.95,63.85,3.87,4.69
2286,Hospital_2286,Maharashtra,Rural,18567,237,237,13,135,803,50,1472,292,5187,0.53,0.61,21.51,2.63,2.41
2287,Hospital_2287,Delhi,Urban,2140,106,106,25,162,732,37,600,260,5857,0.91,0.3,2.82,1.24,2.72
2288,Hospital_2288,Kerala,Rural,1852,101,101,68,24,169,138,1083,197,827,0.55,0.42,72.63,2.22,3.76
2289,Hospital_2289,Maharashtra,Rural,1949,81,14,80,175,979,179,52,78,10785,0.55,0.78,85.43,2.26,1.13
2290,Hospital_2290,Karnataka,Urban,2742,306,306,65,160,447,92,711,108,10823,0.52,0.21,41.16,4.62,4.9
2291,Hospital_2291,Maharashtra,Rural,1700,61,61,98,189,827,19,116,202,5791,0.68,0.95,9.01,4.93,3.93
2292,Hospital_2292,Karnataka,Rural,14051,31,31,99,194,312,9,754,236,8925,0.39,0.56,65.21,1.84,0.89
2293,Hospital_2293,Karnataka,Rural,11897,340,30,44,66,353,25,1170,191,16040,0.33,0.62,30.4,2.72,0.64
2294,Hospital_2294,Maharashtra,Urban,17102,253,161,60,88,291,47,1391,102,3622,0.93,0.99,15.25,4.91,4.68
2295,Hospital_2295,Karnataka,Rural,1232,348,137,8,189,62,90,147,152,5376,0.95,0.6,51.53,2.63,3.46
2296,Hospital_2296,Karnataka,Rural,5591,150,133,35,172,487,113,1130,212,19612,0.35,0.96,48.7,2.4,0.29
2297,Hospital_2297,Kerala,Rural,5895,134,134,31,23,338,13,1180,141,14206,0.68,0.93,52.16,1.44,0.8
2298,Hospital_2298,Delhi,Rural,10631,237,237,62,100,511,99,137,276,9624,0.68,0.95,82.57,4.01,0.33
2299,Hospital_2299,Delhi,Rural,11031,156,156,29,23,546,186,1021,143,2323,0.56,0.85,48.97,2.79,4.87
2300,Hospital_2300,Kerala,Rural,7733,125,125,73,108,779,11,702,188,4573,0.7,0.44,90.15,3.55,2.54
2301,Hospital_2301,Maharashtra,Rural,17971,198,161,74,42,191,115,705,195,18114,0.62,0.48,84.34,3.04,2.36
2302,Hospital_2302,Tamil Nadu,Urban,5109,35,35,9,189,749,122,961,27,10887,0.64,0.49,65.46,1.7,4.78
2303,Hospital_2303,Tamil Nadu,Urban,2213,491,120,95,10,668,22,420,106,4895,0.83,0.98,6.63,1.71,2.57
2304,Hospital_2304,Tamil Nadu,Rural,1144,261,261,12,43,340,84,424,43,6551,0.67,0.49,86.63,4.76,2.64
2305,Hospital_2305,Kerala,Urban,14023,353,353,13,28,758,71,101,196,1976,0.53,0.29,90.65,4.56,4.92
2306,Hospital_2306,Kerala,Urban,2531,400,125,19,161,63,166,90,120,18907,0.71,0.82,38.13,3.44,0.65
2307,Hospital_2307,Karnataka,Rural,14026,406,197,11,13,551,121,865,256,19480,0.75,0.49,53.09,1,4.93
2308,Hospital_2308,Tamil Nadu,Urban,1682,245,66,76,173,650,136,140,80,7621,0.76,0.7,28.82,2.73,0.91
2309,Hospital_2309,Maharashtra,Rural,14474,261,260,19,86,473,94,88,221,2930,0.73,0.94,2.46,3.12,2.42
2310,Hospital_2310,Maharashtra,Rural,1408,427,393,41,67,765,24,1086,117,8454,0.77,0.66,48.47,2.8,1.75
2311,Hospital_2311,Tamil Nadu,Rural,8893,476,416,87,169,989,16,949,186,12381,0.52,0.71,13.81,4.7,4.78
2312,Hospital_2312,Tamil Nadu,Rural,1720,160,159,43,146,899,169,670,237,17417,0.61,0.71,19.15,1.16,2.48
2313,Hospital_2313,Tamil Nadu,Rural,4866,405,405,10,112,910,28,153,28,18140,0.77,0.69,48.59,3.62,0.21
2314,Hospital_2314,Kerala,Urban,5292,218,171,87,76,948,187,792,257,18541,0.83,0.33,86.84,2.26,1.19
2315,Hospital_2315,Kerala,Rural,6722,131,129,61,125,867,66,92,218,12585,0.6,0.57,84.62,3.24,2.21
2316,Hospital_2316,Kerala,Urban,6193,146,79,96,157,887,84,258,225,18636,0.56,0.21,96.54,3.62,3.41
2317,Hospital_2317,Delhi,Rural,16584,40,40,85,129,793,56,649,210,3478,0.8,0.7,48.79,2.76,2.85
2318,Hospital_2318,Maharashtra,Rural,337,166,166,23,199,102,71,654,266,4832,0.46,0.66,55.65,1.59,4.26
2319,Hospital_2319,Maharashtra,Rural,11210,108,108,67,195,562,13,525,115,3513,0.31,0.45,82.39,3.08,4.16
2320,Hospital_2320,Karnataka,Urban,6173,322,176,35,31,341,38,158,280,15589,0.63,0.62,70.27,4.73,2.99
2321,Hospital_2321,Kerala,Rural,2642,425,307,79,121,805,143,263,280,14508,0.42,0.59,19.1,3.14,2.9
2322,Hospital_2322,Delhi,Rural,15382,222,160,83,84,253,17,458,130,18648,0.56,0.4,40.42,1.49,1.46
2323,Hospital_2323,Delhi,Rural,10295,436,335,14,185,559,74,820,254,18006,0.5,0.43,92.99,4.3,4.79
2324,Hospital_2324,Maharashtra,Rural,1637,435,435,91,145,271,101,682,75,4330,0.84,0.81,15.47,1.89,0.48
2325,Hospital_2325,Kerala,Urban,17238,467,11,71,152,855,19,126,237,3458,0.53,0.8,21.73,2.48,2.05
2326,Hospital_2326,Karnataka,Rural,11660,104,104,66,41,784,116,144,146,2040,0.75,0.58,40.67,2.72,3.34
2327,Hospital_2327,Kerala,Urban,13534,186,186,7,190,468,173,318,203,9214,0.77,0.77,94.05,2.36,4.73
2328,Hospital_2328,Tamil Nadu,Rural,7496,403,374,22,76,258,116,410,203,11699,0.62,0.56,12.27,2.62,2.56
2329,Hospital_2329,Kerala,Urban,17024,487,74,29,13,509,172,579,155,7553,0.36,0.88,67.62,4.18,4.49
2330,Hospital_2330,Tamil Nadu,Urban,5231,91,91,24,39,901,3,732,154,6170,0.79,0.47,14.08,1.89,0.61
2331,Hospital_2331,Tamil Nadu,Rural,8797,317,78,62,22,483,83,211,81,11190,0.35,0.94,52.93,2.88,2.7
2332,Hospital_2332,Karnataka,Rural,17613,28,28,97,30,960,147,514,201,14762,0.37,0.63,54.12,1.08,1.65
2333,Hospital_2333,Maharashtra,Urban,10371,300,118,90,50,333,138,872,53,15847,0.44,0.63,5.22,3.03,4
2334,Hospital_2334,Kerala,Rural,3245,492,325,54,130,194,113,597,166,10781,0.5,0.74,95.46,1.45,2.28
2335,Hospital_2335,Tamil Nadu,Rural,13200,277,256,83,28,725,64,1260,25,18622,0.89,0.47,80.86,2.13,2.43
2336,Hospital_2336,Kerala,Rural,4167,294,294,14,57,199,145,101,87,3033,0.77,0.78,30.98,2.3,0.42
2337,Hospital_2337,Maharashtra,Urban,4295,257,102,25,95,951,166,537,61,11256,0.57,0.46,13.93,1.33,2.25
2338,Hospital_2338,Maharashtra,Rural,9344,39,39,33,72,404,43,1469,11,19302,0.99,0.52,35.22,2.44,0.5
2339,Hospital_2339,Delhi,Rural,7381,252,112,14,157,314,117,141,241,5576,0.47,0.74,89.53,2.99,1.57
2340,Hospital_2340,Maharashtra,Rural,2609,240,240,17,46,234,99,700,70,17368,0.73,0.5,14.14,2.72,0.72
2341,Hospital_2341,Karnataka,Urban,15602,345,345,51,40,734,17,406,141,17548,0.89,0.36,35.58,2.12,1.74
2342,Hospital_2342,Tamil Nadu,Rural,6633,36,36,27,83,781,174,768,61,17511,0.86,0.9,49.94,2.18,1.21
2343,Hospital_2343,Delhi,Urban,17165,399,330,54,155,893,158,1217,189,10376,0.36,0.94,4.26,3.53,1.5
2344,Hospital_2344,Karnataka,Rural,14770,108,108,91,116,788,127,248,40,4787,0.79,0.7,27.54,3.87,0.83
2345,Hospital_2345,Kerala,Urban,4032,215,215,99,112,94,166,864,164,14556,0.48,0.85,59.97,3.31,2.25
2346,Hospital_2346,Tamil Nadu,Rural,14695,369,353,8,119,363,37,1396,130,15671,0.55,0.99,33.07,4.9,2.54
2347,Hospital_2347,Maharashtra,Rural,13141,103,71,71,29,733,174,1405,60,9936,0.64,0.69,87.18,4.78,4.2
2348,Hospital_2348,Tamil Nadu,Urban,5660,406,309,89,148,161,197,1337,104,5666,0.85,0.93,93.74,1.39,2.74
2349,Hospital_2349,Kerala,Urban,4116,106,106,57,95,737,135,266,185,10866,0.42,0.49,44.71,2.05,1.22
2350,Hospital_2350,Delhi,Urban,819,326,326,6,53,218,103,605,20,11466,0.38,0.76,53.67,4.47,3.71
2351,Hospital_2351,Delhi,Rural,174,357,145,72,91,938,192,852,21,13483,0.41,0.24,63.45,1.12,1.56
2352,Hospital_2352,Delhi,Rural,13261,173,64,69,73,190,12,750,54,12810,0.45,0.83,66.79,3.37,3.81
2353,Hospital_2353,Maharashtra,Rural,2249,459,117,83,131,425,54,552,299,11890,0.34,0.86,7.26,4.82,2
2354,Hospital_2354,Karnataka,Rural,14133,247,247,61,171,847,87,518,214,13564,0.95,0.52,6.31,3.71,2.62
2355,Hospital_2355,Karnataka,Urban,4307,467,267,74,96,247,84,415,228,10736,0.52,0.71,86.69,1.37,2.57
2356,Hospital_2356,Tamil Nadu,Rural,15143,283,262,11,74,430,108,1312,265,7976,0.42,0.89,22.77,3.99,4.78
2357,Hospital_2357,Maharashtra,Rural,9178,484,231,23,64,971,42,673,257,1207,0.75,0.91,58.83,2.51,0.85
2358,Hospital_2358,Delhi,Rural,11825,242,242,48,83,917,131,969,30,9124,0.85,0.29,62.84,4.69,4.7
2359,Hospital_2359,Delhi,Rural,4036,440,378,67,126,954,70,610,50,16825,0.83,0.86,17.28,2.15,2.85
2360,Hospital_2360,Kerala,Rural,9407,140,140,69,138,710,187,872,287,547,0.8,0.42,76.4,2.89,4.97
2361,Hospital_2361,Kerala,Rural,17559,430,430,43,175,897,11,1016,286,2414,0.34,0.78,86.73,3.99,2.91
2362,Hospital_2362,Delhi,Rural,4715,192,169,87,146,806,58,712,204,17989,0.85,0.46,29.25,2.03,3.32
2363,Hospital_2363,Delhi,Urban,7365,23,23,30,104,81,181,800,80,15890,0.65,0.25,87.91,1.73,3.77
2364,Hospital_2364,Maharashtra,Rural,10216,361,175,48,154,346,43,1469,279,17451,0.75,0.37,9.02,1.01,4.13
2365,Hospital_2365,Karnataka,Rural,15833,147,147,16,108,735,15,1468,82,9171,0.97,0.53,80.25,2.95,2.44
2366,Hospital_2366,Kerala,Rural,13992,493,276,26,121,982,133,1148,208,17750,0.87,0.79,64.37,4.71,3.43
2367,Hospital_2367,Karnataka,Rural,4752,499,147,81,61,978,13,1171,85,11952,0.88,0.28,58.73,2.13,3.11
2368,Hospital_2368,Maharashtra,Urban,10573,491,377,96,155,898,114,432,284,1528,0.43,0.85,23.78,1.17,2.09
2369,Hospital_2369,Delhi,Urban,9347,129,129,18,42,152,111,1443,292,2313,0.63,1,36.82,3.48,4.12
2370,Hospital_2370,Karnataka,Urban,17025,374,355,90,13,603,122,1358,155,6013,0.96,0.83,91.12,1.22,1.04
2371,Hospital_2371,Delhi,Urban,2261,56,56,34,96,609,57,1329,22,1550,0.71,0.58,47.11,3.03,0.92
2372,Hospital_2372,Delhi,Urban,18735,499,64,48,84,208,158,358,138,6778,0.37,0.65,59.84,2.53,3.71
2373,Hospital_2373,Tamil Nadu,Urban,19228,90,90,88,189,375,168,225,239,12298,0.81,0.2,93.65,2.9,3.22
2374,Hospital_2374,Karnataka,Rural,14688,308,218,95,18,90,119,277,94,18536,0.33,0.37,47.18,1.65,1.66
2375,Hospital_2375,Karnataka,Urban,12161,50,26,42,73,282,34,396,171,15227,0.82,0.92,39.44,1.36,3.21
2376,Hospital_2376,Delhi,Urban,6141,458,77,63,39,325,9,1415,60,5208,0.92,0.22,89.43,4,3.88
2377,Hospital_2377,Maharashtra,Rural,12773,400,142,46,145,577,80,1312,224,9976,0.6,0.92,91.18,1.98,1.16
2378,Hospital_2378,Tamil Nadu,Urban,1660,287,197,56,142,243,157,1070,10,5818,0.59,0.29,36.11,4.2,2.95
2379,Hospital_2379,Delhi,Rural,12054,30,30,67,85,347,43,399,132,6359,0.51,0.31,59.61,4.03,4.14
2380,Hospital_2380,Kerala,Rural,17648,363,363,65,138,781,182,504,297,13173,0.91,0.34,96.41,1.79,2.12
2381,Hospital_2381,Kerala,Urban,15178,347,317,38,24,607,70,490,209,7093,0.68,0.84,6.49,4.63,2.9
2382,Hospital_2382,Tamil Nadu,Rural,5519,51,51,43,98,93,17,810,192,5410,0.71,0.58,4.94,1.65,0.48
2383,Hospital_2383,Maharashtra,Urban,2822,76,76,45,175,530,82,564,225,3754,0.76,0.32,52.14,4.19,4.17
2384,Hospital_2384,Delhi,Urban,10650,185,185,41,179,161,78,1154,249,4953,0.51,0.75,29.83,2.68,4
2385,Hospital_2385,Karnataka,Rural,16954,207,106,69,137,604,85,1434,77,19307,0.6,0.95,58.6,1.73,2.34
2386,Hospital_2386,Tamil Nadu,Rural,1568,361,180,83,183,121,166,337,91,8437,0.82,0.66,72.71,4.75,0.68
2387,Hospital_2387,Maharashtra,Urban,908,38,38,36,190,625,41,57,151,4677,0.99,0.28,7.84,4.85,3.34
2388,Hospital_2388,Karnataka,Rural,6819,135,135,12,35,600,181,136,50,3929,0.32,0.24,88.35,3.05,2.91
2389,Hospital_2389,Kerala,Rural,16463,487,251,22,70,84,123,1047,248,684,0.33,0.84,28.41,2.88,4.61
2390,Hospital_2390,Kerala,Urban,10691,203,203,49,132,212,29,335,12,3633,0.6,0.7,38.75,4.6,1.47
2391,Hospital_2391,Karnataka,Urban,5173,289,289,97,76,972,19,1472,103,5478,0.76,0.94,34.37,3.38,0.26
2392,Hospital_2392,Tamil Nadu,Rural,8112,52,36,37,191,81,125,123,68,9198,0.57,0.64,84.14,2.06,1.35
2393,Hospital_2393,Kerala,Urban,18129,29,29,9,159,551,95,1196,237,14273,1,0.25,17.89,2.7,2.2
2394,Hospital_2394,Delhi,Urban,13992,99,99,86,35,260,124,1450,27,18816,0.44,0.52,3.84,4.34,0.86
2395,Hospital_2395,Karnataka,Urban,8349,211,69,78,92,734,41,855,248,6674,0.31,0.73,97.21,4.44,4.9
2396,Hospital_2396,Karnataka,Urban,17613,339,211,40,117,429,88,1216,83,18080,0.43,0.51,98.08,4.76,1.19
2397,Hospital_2397,Kerala,Urban,15247,209,209,27,120,319,86,207,178,12377,0.92,1,26.51,2.15,3.42
2398,Hospital_2398,Tamil Nadu,Urban,17837,87,87,44,69,214,4,479,273,18222,0.4,0.52,1.93,3.72,2.33
2399,Hospital_2399,Delhi,Urban,867,494,78,9,48,473,49,1483,169,14957,0.64,0.64,64.95,1.27,2.82
2400,Hospital_2400,Tamil Nadu,Rural,3995,367,367,38,132,593,40,1444,178,14062,0.59,0.38,65.2,3.9,4.67
2401,Hospital_2401,Maharashtra,Urban,19938,144,144,28,45,638,93,1182,215,19504,0.77,0.32,94.1,3.25,2.7
2402,Hospital_2402,Maharashtra,Rural,10300,446,30,21,30,656,166,895,18,7046,0.34,0.72,30.55,2,1.6
2403,Hospital_2403,Kerala,Rural,7429,355,161,99,178,320,56,85,124,12206,0.76,0.67,19.76,3.62,1.18
2404,Hospital_2404,Kerala,Rural,15432,78,78,75,127,798,184,1163,161,10852,0.55,0.2,62.02,1.54,4.47
2405,Hospital_2405,Kerala,Urban,14721,455,396,85,57,475,164,1070,96,2229,0.95,0.43,56.8,2.34,4.93
2406,Hospital_2406,Maharashtra,Urban,11434,116,116,96,35,221,134,1023,104,10109,0.89,0.71,72.06,2.6,1.33
2407,Hospital_2407,Tamil Nadu,Rural,18274,294,104,26,45,693,132,1488,240,12706,0.58,0.85,88.63,4.11,3.64
2408,Hospital_2408,Tamil Nadu,Urban,985,168,168,19,161,875,50,1067,195,518,1,0.45,56.41,2.24,2.58
2409,Hospital_2409,Kerala,Rural,7834,297,297,19,137,321,105,1369,123,17348,0.34,0.72,15.86,1.2,3.52
2410,Hospital_2410,Delhi,Urban,4006,284,238,29,158,643,135,762,283,9382,0.85,0.41,60.21,1.72,4.82
